,Group,Fetal_Expression
0,Syndromic,43.589683803030304
1,Syndromic,13.361777393939393
2,Syndromic,2.822533
3,Syndromic,9.078428136363637
4,Syndromic,24.48049459090909
5,Syndromic,11.342787863636364
6,Syndromic,12.426664348484849
7,Syndromic,53.903256045454555
8,Syndromic,155.95699890909094
9,Syndromic,43.56620524242424
10,Syndromic,7.354764712121212
11,Syndromic,1.198444
12,Syndromic,4.702785393939394
13,Syndromic,4.706037000000001
14,Syndromic,7.584086174242423
15,Syndromic,108.99103571212119
16,Syndromic,18.84092956060606
17,Syndromic,21.597681424242424
18,Syndromic,10.484226287878789
19,Syndromic,8.01191359090909
20,Syndromic,37.98793243939394
21,Syndromic,27.6596481969697
22,Syndromic,14.97607462121212
23,Syndromic,2.7580389393939395
24,Syndromic,41.396403303030304
25,Syndromic,42.89458419696969
26,Syndromic,23.784319848484845
27,Syndromic,11.266066424242425
28,Syndromic,19.380542378787876
29,Syndromic,9.526432424242424
30,Syndromic,14.263314363636361
31,Syndromic,13.602839469696967
32,Syndromic,11.608101
33,Syndromic,27.66262242424243
34,Syndromic,17.68443237878788
35,Syndromic,3.8435499393939394
36,Syndromic,85.87362695454544
37,Syndromic,6.870225727272728
38,Syndromic,46.83670463636365
39,Syndromic,14.923564227272726
40,Syndromic,97.54142524242424
41,Syndromic,15.039996666666665
42,Syndromic,8.805291954545455
43,Syndromic,1.9019684545454547
44,Syndromic,4.062096803030304
45,Syndromic,15.424033106060607
46,Syndromic,14.426853590909088
47,Syndromic,13.93008892424242
48,Syndromic,16.616588575757575
49,Syndromic,153.85596254545456
50,Syndromic,10.824589363636363
51,Syndromic,8.05402543939394
52,Syndromic,11.041217409090908
53,Syndromic,36.116150121212115
54,Syndromic,73.75261792424244
55,Syndromic,22.05989253030303
56,Syndromic,1.7636610606060608
57,Syndromic,19.793434651515156
58,Syndromic,3.8639547575757573
59,Syndromic,10.388638666666667
60,Syndromic,12.804289409090906
61,Syndromic,21.582913833333336
62,Syndromic,6.060759424242425
63,Syndromic,47.941532863636354
64,Syndromic,34.7864185
65,Syndromic,0.7639261212121212
66,Syndromic,13.119820363636363
67,Syndromic,11.750609954545455
68,Syndromic,16.038780363636366
69,Syndromic,26.865796151515152
70,Syndromic,58.57829668181818
71,Syndromic,7.416114242424243
72,Syndromic,43.13210419696969
73,Syndromic,26.672554818181823
74,Syndromic,20.06700474242424
75,Syndromic,1.222328621212121
76,Syndromic,4.007790318181819
77,Syndromic,63.85661756060606
78,Syndromic,1.423025393939394
79,Syndromic,7.910087575757576
80,Syndromic,16.633559545454546
81,Syndromic,8.189359621212121
82,Syndromic,9.130671045454546
83,Syndromic,19.527369924242425
84,Syndromic,34.075907575757576
85,Syndromic,18.031904954545453
86,Syndromic,33.15871133333333
87,Syndromic,108.42706187878788
88,Syndromic,12.14633803030303
89,Syndromic,30.364689772727274
90,Syndromic,8.662049242424244
91,Syndromic,17.904716727272728
92,Syndromic,47.627135833333334
93,Syndromic,5.6094080757575755
94,Syndromic,25.890400696969696
95,Syndromic,16.883964015151516
96,Syndromic,9.46869203030303
97,Syndromic,16.06581534848485
98,Syndromic,2.0250783484848487
99,Syndromic,20.343580893939393
100,Syndromic,18.58802390909091
101,Syndromic,10.102362484848486
102,Syndromic,27.609965212121214
103,Syndromic,18.853655803030303
104,Syndromic,107.27803559090911
105,Syndromic,0.3390272727272726
106,Syndromic,12.354835636363635
0,Non-Syndromic,0.7165154242424241
1,Non-Syndromic,0.28299565151515155
2,Non-Syndromic,5.222011712121212
3,Non-Syndromic,0.25381512121212124
4,Non-Syndromic,19.44163715151515
5,Non-Syndromic,0.04179740909090909
6,Non-Syndromic,0.04431993939393939
7,Non-Syndromic,0.5085074999999999
8,Non-Syndromic,15.680619424242423
9,Non-Syndromic,2.090797
10,Non-Syndromic,7.228072484848486
11,Non-Syndromic,0.06652184848484849
12,Non-Syndromic,4.879327803030304
13,Non-Syndromic,0.06281287121212122
14,Non-Syndromic,2.3104277727272726
15,Non-Syndromic,0.04278036363636363
16,Non-Syndromic,4.8807856515151515
17,Non-Syndromic,5.3163299696969695
18,Non-Syndromic,1.335723106060606
19,Non-Syndromic,1.233445893939394
20,Non-Syndromic,3.402463818181818
21,Non-Syndromic,18.964560075757575
22,Non-Syndromic,0.08458448484848485
23,Non-Syndromic,0.08213880303030302
24,Non-Syndromic,16.36883306060606
25,Non-Syndromic,13.959238454545455
26,Non-Syndromic,0.9088586969696969
27,Non-Syndromic,5.364702742424242
28,Non-Syndromic,11.108867939393937
29,Non-Syndromic,1.6438883787878789
30,Non-Syndromic,0.04779449999999999
31,Non-Syndromic,24.53862174242424
32,Non-Syndromic,25.884126212121206
33,Non-Syndromic,0.08485754545454545
34,Non-Syndromic,10.515318454545454
35,Non-Syndromic,0.12230159090909093
36,Non-Syndromic,0.17869025757575754
37,Non-Syndromic,1.7397738636363635
38,Non-Syndromic,4.882948621212122
39,Non-Syndromic,0.8244193636363636
40,Non-Syndromic,0.1672422424242424
41,Non-Syndromic,1.7181834393939395
42,Non-Syndromic,9.615448621212122
43,Non-Syndromic,3.855482454545455
44,Non-Syndromic,14.165635378787876
45,Non-Syndromic,32.19908493939394
46,Non-Syndromic,7.140559621212122
47,Non-Syndromic,5.985180878787879
48,Non-Syndromic,3.514070848484849
49,Non-Syndromic,0.09932768181818181
50,Non-Syndromic,1.57048396969697
51,Non-Syndromic,4.953192893939394
52,Non-Syndromic,27.639032136363642
53,Non-Syndromic,5.80632440909091
54,Non-Syndromic,3.7455762727272726
55,Non-Syndromic,6.432634757575759
56,Non-Syndromic,14.266005227272727
57,Non-Syndromic,27.967332151515155
58,Non-Syndromic,2.605210333333333
59,Non-Syndromic,13.665967545454544
60,Non-Syndromic,16.17437715151515
61,Non-Syndromic,10.857298363636364
62,Non-Syndromic,3.287576348484848
63,Non-Syndromic,16.939932954545455
64,Non-Syndromic,0.39062589393939395
65,Non-Syndromic,13.195671439393937
66,Non-Syndromic,29.68294251515152
67,Non-Syndromic,8.397200151515152
68,Non-Syndromic,42.98265295454545
69,Non-Syndromic,8.618848121212123
70,Non-Syndromic,1.447635090909091
71,Non-Syndromic,27.019599621212123
72,Non-Syndromic,4.592121151515151
73,Non-Syndromic,17.238374590909093
74,Non-Syndromic,6.890460106060605
75,Non-Syndromic,0.13572143939393938
76,Non-Syndromic,0.4637596818181818
77,Non-Syndromic,0.06254469696969697
78,Non-Syndromic,3.1971425757575758
79,Non-Syndromic,10.902512772727274
80,Non-Syndromic,34.140348969696966
81,Non-Syndromic,1.809526681818182
82,Non-Syndromic,0.49353933333333333
83,Non-Syndromic,0.034620560606060606
84,Non-Syndromic,9.763819333333332
85,Non-Syndromic,22.770204954545452
86,Non-Syndromic,52.23727771212122
87,Non-Syndromic,6.316376106060607
88,Non-Syndromic,20.13643812121212
89,Non-Syndromic,0.05114534848484848
90,Non-Syndromic,0.033267977272727275
91,Non-Syndromic,0.14451019696969694
92,Non-Syndromic,8.802756181818182
93,Non-Syndromic,20.297467757575756
94,Non-Syndromic,1.6292106363636365
95,Non-Syndromic,0.0865256212121212
96,Non-Syndromic,7.515947696969696
97,Non-Syndromic,2.5085390303030306
98,Non-Syndromic,5.215369045454545
99,Non-Syndromic,22.373305712121212
100,Non-Syndromic,10.052737818181818
101,Non-Syndromic,0.19500881818181817
102,Non-Syndromic,14.89090671212121
103,Non-Syndromic,2.6681812424242426
104,Non-Syndromic,1.4528675757575757
105,Non-Syndromic,8.35886653030303
